rank_zero,rank_lt20,name,name_is_placeholder,city,state,zip,county_name,county_fips,pop55_newly_covered_zero,pop55_newly_covered_lt20,tracts_within_60rdmi,county_trials,n_trials_hosted_2016plus,geocode,access_mi,lat,lon,source
649,566,137I,0,Dickson,TN,37055,Dickson,47043,0,26826,373,3,1,zip,1.5,36.077209,-87.442803,registry_stand_in
650,567,137J,0,Dickson,TN,37055,Dickson,47043,0,26826,373,3,1,zip,1.5,36.077209,-87.442803,registry_stand_in
651,568,137K,0,Dickson,TN,37055,Dickson,47043,0,26826,373,3,1,zip,1.5,36.077209,-87.442803,registry_stand_in
652,569,137L,0,Dickson,TN,37055,Dickson,47043,0,26826,373,3,1,zip,1.5,36.077209,-87.442803,registry_stand_in
653,570,928-L,0,Dickson,TN,37055,Dickson,47043,0,26826,373,3,1,zip,1.5,36.077209,-87.442803,registry_stand_in
654,571,Clinical Trial Site,1,Dickson,TN,37055,Dickson,47043,0,26826,373,3,1,zip,1.5,36.077209,-87.442803,registry_stand_in
655,572,Sarah Cannon and HCA Research Institute,0,Dickson,TN,37055,Dickson,47043,0,26826,373,3,1,zip,1.5,36.077209,-87.442803,registry_stand_in
656,573,Tennessee Oncology - Dickson Clinic,0,Dickson,TN,37055,Dickson,47043,0,26826,373,3,1,zip,1.5,36.077209,-87.442803,registry_stand_in
657,574,Tennessee Oncology - DICKSON - SCRI - PPDS,0,Dickson,TN,37055,Dickson,47043,0,26826,373,3,1,zip,1.5,36.077209,-87.442803,registry_stand_in
658,575,"Tennessee Oncology, LLC",0,Dickson,TN,37055,Dickson,47043,0,26826,373,3,1,zip,1.5,36.077209,-87.442803,registry_stand_in
659,576,"Tennessee Oncology, PLLC",0,Dickson,TN,37055,Dickson,47043,0,26826,373,3,5,zip,1.5,36.077209,-87.442803,registry_stand_in
660,577,"Tennessee Oncology, PLLC,103 Natchez Park Drive",0,Dickson,TN,37055,Dickson,47043,0,26826,373,3,2,zip,1.5,36.077209,-87.442803,registry_stand_in
661,578,Broome Oncolgy,0,Binghamton,NY,13905,Broome,36007,0,26794,186,1,1,zip,2.0,42.170436,-75.943434,registry_stand_in
662,579,Broome Oncology - Binghamton,0,Binghamton,NY,13905,Broome,36007,0,26794,186,1,2,zip,2.0,42.170436,-75.943434,registry_stand_in
663,580,Our Lady of Lourdes,0,Binghamton,NY,13905,Broome,36007,0,26794,186,1,1,zip,2.0,42.170436,-75.943434,registry_stand_in
664,581,Mercy Medical Center,0,Merced,CA,95340,Merced,06047,0,26554,222,10,1,zip,3.1,37.340087,-120.406406,registry_stand_in
665,582,Logan Regional Hospital Satellite,0,Logan,UT,84341,Cache,49005,0,26351,112,4,1,zip,1.2,41.770678,-111.812392,registry_stand_in
666,583,Logan Regional Medical Center,0,Logan,UT,84341,Cache,49005,0,26351,112,4,1,zip,1.2,41.770678,-111.812392,registry_stand_in
667,584,Essentia Health St. Mary's Detroit Lakes,0,Detroit Lakes,MN,56501,Becker,27005,0,26085,87,16,1,zip,1.2,46.840111,-95.827361,registry_stand_in
668,585,Investigator,0,Lake City,FL,32055,Columbia,12023,0,25896,134,1,1,zip,0.6,30.270103,-82.62413,registry_stand_in
669,586,Lake City,1,Lake City,FL,32055,Columbia,12023,0,25896,134,1,1,zip,0.6,30.270103,-82.62413,registry_stand_in
670,587,"Multi-Speciality Research Associates, Inc.",0,Lake City,FL,32055,Columbia,12023,0,25896,134,1,1,zip,0.6,30.270103,-82.62413,registry_stand_in
671,588,Faxton-Saint Luke's Healthcare,0,Utica,NY,13502,Oneida,36065,0,25877,251,13,4,zip,2.4,43.141264,-75.154707,registry_stand_in
672,589,942-B,0,Chanute,KS,66720,Neosho,20133,0,25866,45,4,2,zip,2.4,37.648326,-95.457198,registry_stand_in
673,596,Aclaris Investigational Site,1,Hot Springs,AR,71913,Garland,05051,0,25469,142,8,2,zip,0.4,34.446001,-93.096602,registry_stand_in
674,597,Almirall Investigation,0,Hot Springs,AR,71913,Garland,05051,0,25469,142,8,1,zip,0.4,34.446001,-93.096602,registry_stand_in
675,598,Burke Pharmaceutical Research,0,Hot Springs,AR,71913,Garland,05051,0,25469,142,8,3,zip,0.4,34.446001,-93.096602,registry_stand_in
676,599,CHI Saint Vincent Cancer Center Hot Springs,0,Hot Springs,AR,71913,Garland,05051,0,25469,142,8,82,zip,0.4,34.446001,-93.096602,registry_stand_in
677,600,CHI St. Vincent Hot Springs,0,Hot Springs,AR,71913,Garland,05051,0,25469,142,8,2,zip,0.4,34.446001,-93.096602,registry_stand_in
678,601,Clinical Trial Site,1,Hot Springs,AR,71913,Garland,05051,0,25469,142,8,1,zip,0.4,34.446001,-93.096602,registry_stand_in
679,602,Dermatology Clinic of Arkansas,0,Hot Springs,AR,71913,Garland,05051,0,25469,142,8,1,zip,0.4,34.446001,-93.096602,registry_stand_in
680,603,Genesis Cancer and Blood,0,Hot Springs,AR,71913,Garland,05051,0,25469,142,8,1,zip,0.4,34.446001,-93.096602,registry_stand_in
681,604,Genesis Cancer and Blood Institute (SCRI,0,Hot Springs,AR,71913,Garland,05051,0,25469,142,8,1,zip,0.4,34.446001,-93.096602,registry_stand_in
682,605,Genesis Cancer Center,0,Hot Springs,AR,71913,Garland,05051,0,25469,142,8,7,zip,0.4,34.446001,-93.096602,registry_stand_in
683,606,Investigation,0,Hot Springs,AR,71913,Garland,05051,0,25469,142,8,1,zip,0.4,34.446001,-93.096602,registry_stand_in
684,607,Investigative SIte,1,Hot Springs,AR,71913,Garland,05051,0,25469,142,8,1,zip,0.4,34.446001,-93.096602,registry_stand_in
685,608,Mercy Cancer Center-Hot Springs,0,Hot Springs,AR,71913,Garland,05051,0,25469,142,8,1,zip,0.4,34.446001,-93.096602,registry_stand_in
686,609,Surgical Dermatology Group,0,Vestavia Hills,AL,35242,Shelby,01117,0,25402,406,1,1,zip,0.1,33.424611,-86.670867,registry_stand_in
687,610,Atlanta Cancer Care - Stockbridge,0,Stockbridge,GA,30281,Henry,13151,0,24984,1413,3,1,zip,1.2,33.556897,-84.195159,registry_stand_in
688,611,"Piedmont Cancer Institute - Atlanta,1240 Eagles Landing Pkwy",0,Stockbridge,GA,30281,Henry,13151,0,24984,1413,3,1,zip,1.2,33.556897,-84.195159,registry_stand_in
689,612,Piedmont Cancer Institute - Stockbridge Office,0,Stockbridge,GA,30281,Henry,13151,0,24984,1413,3,1,zip,1.2,33.556897,-84.195159,registry_stand_in
690,619,Southeastern Regional,0,Lumberton,NC,28358,Robeson,37155,0,24802,245,0,1,zip,1.2,34.607857,-78.934772,registry_stand_in
691,620,Southeastern Regional Medical Center,0,Lumberton,NC,28358,Robeson,37155,0,24802,245,0,3,zip,1.2,34.607857,-78.934772,registry_stand_in
692,621,UNC Health Southeastern,0,Lumberton,NC,28358,Robeson,37155,0,24802,245,0,1,zip,1.2,34.607857,-78.934772,registry_stand_in
693,622,Greenville Health System Cancer Institute-Laurens,0,Clinton,SC,29325,Laurens,45059,0,24789,407,0,2,zip,0.6,34.468182,-81.845225,registry_stand_in
694,623,Prisma Health Cancer Institute - Laurens,0,Clinton,SC,29325,Laurens,45059,0,24789,407,0,26,zip,0.6,34.468182,-81.845225,registry_stand_in
