site_id,county_fips,name,city,zip,n_rows,unresolved
S05303,34025,Memorial Sloan Kettering Monmouth (Consent Only,Middletown,07748,5,0
S05304,34025,Memorial Sloan Kettering Monmouth (Limited Protocol Activities,Middletown,07748,87,0
S05305,34025,Meridian Health System,Neptune City,07753,1,0
S05306,34025,Monmouth Community Medical,Long Branch,07764,1,0
S05307,34025,Monmouth Medical Center,Long Branch,07740,23,0
S05308,34025,MSK Monmouth,Middletown,07748,8,0
S05309,34025,Riverview Medical Center/Booker Cancer Center,Red Bank,07701,2,0
S05310,34025,"Rutgers Cancer Institute of NJ (Rutgers, The State University of New Jersey",Long Branch,07740,1,0
S05311,34025,RWJBarnabas Health - Monmouth Medical Center,Long Branch,07740,6,0
S05312,34027,Site 11,Morristown,07960,1,1
S05313,34027,Atlantic Health,Morristown,07960,7,0
S05314,34027,Atlantic Health Morristown Medical Center,Morristown,07960,3,0
S05315,34027,Atlantic Health - Overlook Medical Center,Morristown,07962,1,0
S05316,34027,Atlantic Health System,Morristown,07960,5,0
S05317,34027,Atlantic Health System Hospital,Morristown,07960,1,0
S05318,34027,Atlantic Health System / Morristown Medical Center,Morristown,07960,6,0
S05319,34027,Atlantic Healthcare System,Morristown,07960,1,0
S05320,34027,Chilton Medical Center,Pompton,07444,2,0
S05321,34027,GSK Investigational Site,Morristown,,1,0
S05322,34027,Investigative Site US017,Morristown,07960,1,0
S05323,34027,Morristown Medical Center,Morristown,07960,15,0
S05324,34027,Morristown Medical Center / Atlantic Health System,Morristown,07960,2,0
S05325,34027,Morristown Medical Center (MMCORC,Morristown,07960,1,0
S05326,34027,Morristown Memorial Hospital,Morristown,07960,1,0
S05327,34027,Overlook Hospital,Summit,07902,10,0
S05328,34027,Research Site,Morristown,07960,1,1
S05329,34027,Summit Health,Florham Park,07932,1,0
S05330,34027,Summit Health Cancer Center,Florham Park,07932,1,0
S05331,34027,Summit Health - Florham Park Campus,Florham Park,07932,1,0
S05332,34027,Summit Medical Group,Florham Park,07932,7,0
S05333,34027,Summit Medical Group PA,Florham Park,07932,2,0
S05334,34029,Community Medical Center,Toms River,08755,22,0
S05335,34029,Hackensack Meridian Health-Southern Ocean Medical Center,Manahawkin,08050,1,0
S05336,34029,Monmouth Medical Center,Lakewood,08701,1,0
S05337,34029,Monmouth Medical Center Southern Campus,Lakewood,08701,11,0
S05338,34029,"Rutgers Cancer Institute of NJ (Rutgers, The State University of New Jersey",Toms River,08755,1,0
S05339,34029,RWJBarnabas Health - Community Medical Center,Toms River,08755,5,0
S05340,34029,RWJBarnabas Health - Monmouth Medical Center Southern Campus,Lakewood,08701,5,0
S05341,34029,Southern Ocean County Medical Center,Manahawkin,08050,1,0
S05342,34031,Saint Joseph's Regional Medical Center,Paterson,07503,5,0
S05343,34035,Memoral Sloan Kettering at Basking Ridge (Limited Protocol Activities,Basking Ridge,07920,2,0
S05344,34035,Memorial Sloan Kettering at Basking Ridge,Basking Ridge,07920,1,0
S05345,34035,Memorial Sloan Kettering at Basking Ridge (All Protocol Activities,Basking Ridge,07920,9,0
S05346,34035,Memorial Sloan Kettering at Basking Ridge (Consent only,Basking Ridge,07920,4,0
S05347,34035,Memorial Sloan Kettering at Basking Ridge (Limited Protocol Activities,Basking Ridge,07920,27,0
S05348,34035,Memorial Sloan Kettering Basking Ridge,Basking Ridge,07920,60,0
S05349,34035,Memorial Sloan Kettering Basking Ridge (All Protocol Activites,Basking Ridge,07920,2,0
S05350,34035,Memorial Sloan Kettering Basking Ridge (All Protocol Activities,Basking Ridge,07920,22,0
S05351,34035,Memorial Sloan Kettering Basking Ridge (Consent Only,Basking Ridge,07920,3,0
S05352,34035,Memorial Sloan Kettering Basking Ridge (Limited Protocol Activites,Basking Ridge,07920,1,0
S05353,34035,Memorial Sloan Kettering Basking Ridge (Limited Protocol Activities,Basking Ridge,07920,58,0
S05354,34035,Memorial Sloan Kettering Basking Ridge (LimitedProtocol Activities,Basking Ridge,07920,1,0
S05355,34035,Memorial Sloan Kettering Cancer Center at Basking Ridge (Consent Only,Basking Ridge,07920,1,0
S05356,34035,Memorial Sloan Kettering Cancer Center at Basking Ridge (Limited Protocol Activities,Basking Ridge,07920,2,0
S05357,34035,Memorial Sloan Kettering Cancer Center - Basking Ridge,Basking Ridge,07920,2,0
S05358,34035,Memorial Sloan Kettering - Hackensack - Memorial Sloan Kettering Basking Ridge,Basking Ridge,07920,1,0
S05359,34035,MSK Basking Ridge,Basking Ridge,07920,8,0
S05360,34035,Robert Wood Johnson Somerset Hospital,Somerville,08876,1,0
S05361,34035,Robert Wood Johnson University Hospital Somerset,Somerville,08876,13,0
S05362,34035,"Rutgers Cancer Institute of NJ (Rutgers, The State University of New Jersey",Somerville,08876,1,0
S05363,34035,"RWJ Barnabas Health - Robert Wood Johnson University Hospital, Somerset",Somerville,08876,1,0
S05364,34035,Rwj University Hospital Somerset,Somerville,08876,1,0
S05365,34035,"RWJ University Hospital Somerset, Steeplechase Cancer Center",Somerville,08876,1,0
S05366,34035,RWJBarnabas Health - Robert Wood Johnson University Hospital,Somerset,08873,3,0
S05367,34035,RWJBarnabas Health - Robert Wood Johnson University Hospital Somerset,Somerville,08873,3,0
S05368,34035,Xencor Investigative Site,New Brunswick,,1,0
S05369,34037,Newton Medical Center,Newton,07860,1,0
S05370,34039,Atlantic Health,Summit,07901,3,0
S05371,34039,Atlantic Health - Overlook MC,Summit,07901,1,0
S05372,34039,Atlantic Health Overlook Medical Center,Summit,07901,1,0
S05373,34039,Atlantic Health System,Summit,07901,1,0
S05374,34039,Atlantic Health System / Overlook Medical Center,Summit,07901,2,0
S05375,34039,Overlook Medical Center,Summit,07901,4,0
S05376,34039,Research Site,Summit,07901,1,1
S05377,34039,RWJBarnabas Health - Trinitas Hospital and Comprehensive Cancer Center,Elizabeth,07202,1,0
S05378,34039,Summit Medical Group,Berkeley Heights,07922,1,0
S05379,34039,Trinitas Comprehensive Cancer Center,Elizabeth,07202,1,0
S05380,34039,Trinitas Hospital and Comprehensive Cancer Center,Elizabeth,07202,4,0
S05381,34039,Trinitas Hospital and Comprehensive Cancer Center - Williamson Street Campus,Elizabeth,07207,6,0
S05382,34041,Hackettstown Medical Center,Hackettstown,07840,1,0
S05383,35001,Site 6,Albuquerque,87131,1,1
S05384,35001,292,Albuquerque,97102,1,0
S05385,35001,Exigent Research LLC/New Mexico Oncology Hematology Consultants Ltd.,Albuquerque,87109,1,0
S05386,35001,Lovelace Medical Center-Saint Joseph Square,Albuquerque,87102,5,0
S05387,35001,Lovelace Medical Centre-Saint Joseph Square,Albuquerque,87110,1,0
S05388,35001,Lovelace Radiation Oncology,Albuquerque,87109,1,0
S05389,35001,Lovelace Women's Hospital,Albuquerque,87109,2,0
S05390,35001,New Mexico Oncology Hematology Consultants,Albuquerque,87109,1,0
S05391,35001,"New Mexico Oncology Hematology Consultants, Ltd",Albuquerque,87109,5,0
S05392,35001,Ohio State University-Telemedicine,Albuquerque,87102,1,0
S05393,35001,Optimum Clinical Research Group,Albuquerque,87109,1,0
S05394,35001,Presbyterian Healthcare Services,Albuquerque,87110,1,0
S05395,35001,Presbyterian Hospital,Albuquerque,87106,2,0
S05396,35001,Presbyterian Kaseman Hospital,Albuquerque,87110,10,0
S05397,35001,Presbyterian Medical Group,Albuquerque,87110,1,0
S05398,35001,Research Site,Albuquerque,87109,5,1
S05399,35001,Southwest Women's Oncology,Albuquerque,87109,1,0
S05400,35001,The University of New Mexico,Albuquerque,87131,1,0
S05401,35001,The University of New Mexico Comprehensive Cancer Center,Albuquerque,87131,2,0
S05402,35001,University of New Mexico,Albuquerque,87131,7,0
S05403,35001,University of New Mexico Cancer Center,Albuquerque,87106,49,0
S05404,35001,University of New Mexico Comprehensive Cancer Center,Albuquerque,87131,13,0
S05405,35001,"University of New Mexico, School of Medicine",Albuquerque,87131,1,0
S05406,35005,Ohio State University Telemedicine,Roswell,88201,1,0
S05407,35013,Memorial Medical Center,Las Cruces,88011,2,0
S05408,35013,Memorial Medical Center-Las Cruces,Las Cruces,88011,4,0
S05409,35043,Presbyterian Rust Cancer Center,Rio Rancho,87124,1,0
S05410,35043,Presbyterian Rust Jorgensen Cancer,Rio Rancho,87124,1,0
S05411,35043,Presbyterian Rust Medical Center,Rio Rancho,87124,2,0
S05412,35043,Presbyterian Rust Medical Center/Jorgensen Cancer Center,Rio Rancho,87124,9,0
S05413,35045,GSK Investigational Site,Farmington,87401,1,0
S05414,35045,San Juan Oncology Associates,Farmington,87401,5,0
S05415,35045,"San Juan Oncology Associates, P.C",Farmington,87401,1,0
S05416,35049,009,Santa Fe,,1,0
S05417,35049,Christus St. Vincent Regional Cancer Center,Santa Fe,87505,8,0
S05418,35049,Christus St. Vincent Regional Medical Center,Santa Fe,87505,2,0
S05419,35049,Clinical Trial Site,Santa Fe,87505,1,0
S05420,35049,Research Site,Santa Fe,87505,2,1
S05421,36001,Site 08,Albany,12206,1,1
S05422,36001,Albany Medical Center,Albany,12208,5,0
S05423,36001,Albany Medical College,Albany,12208,2,0
S05424,36001,New York Oncology Hematology,Albany,12206,4,0
S05425,36001,New York Oncology Hematology - Albany Medical Center,Albany,12208,1,0
S05426,36001,New York Oncology Hematology (NYOH) - Albany Medical Center,Albany,12206,1,0
S05427,36001,"New York Oncology Hematology, P.C.",Albany,12206,10,0
S05428,36001,NYOH Albany Cancer Center,Albany,12206,1,0
S05429,36001,Ohio State University-Telemedicine,Albany,12208,1,0
S05430,36001,ONE Onc: New York Oncology Hematology,Albany,12206,1,0
S05431,36001,Women's Cancer Care Associates LLC,Albany,12208,2,0
S05432,36001,"Womens Cancer Care Associates, LLC",Albany,,1,0
S05433,36005,Albany Medical College,Albany,10461,1,0
S05434,36005,Albert Einstein Health Network,New York,10467,1,0
S05435,36005,Bronx Veterans Affairs Medical Center,The Bronx,10468,1,0
S05436,36005,Children's Hospital at Montefiore,The Bronx,10467,1,0
S05437,36005,Clinical Site,The Bronx,10461,1,1
S05438,36005,Clinical Study Site,The Bronx,10461,1,0
S05439,36005,Einstein-Montefiore Medical Center,The Bronx,10467,1,0
S05440,36005,Equity Medical,The Bronx,10455,1,0
S05441,36005,GSK Investigational Site,The Bronx,10468,3,0
S05442,36005,Investigative Site US029,The Bronx,10461,1,0
S05443,36005,Jacobi Medical Center - Albert Einstein College of Medicine,The Bronx,10461,1,0
S05444,36005,James J Peters VA Medical Center,The Bronx,10468,8,0
S05445,36005,"James J. Peters VA Medical Center, Bronx, NY",The Bronx,,1,0
S05446,36005,Montefiore,The Bronx,10461,3,0
S05447,36005,Montefiore Cancer Center,New York,10461,1,0
S05448,36005,Montefiore Einstein Cancer Center,The Bronx,10461,6,0
S05449,36005,Montefiore Einstein Cancer Center and Children's Hospital at Montefiore (CHAM,The Bronx,10467,1,0
S05450,36005,Montefiore Einstein Comprehensive Cancer Center,The Bronx,10461,8,0
S05451,36005,Montefiore Einstein Comprehensive Cancer Center (MECCC,The Bronx,10461,1,0
S05452,36005,Montefiore Hospital,The Bronx,,1,0
S05453,36005,Montefiore Medical Cancer Center,The Bronx,10461,1,0
S05454,36005,Montefiore Medical Cente,The Bronx,10467,1,0
S05455,36005,Montefiore Medical Center,The Bronx,10467,47,0
S05456,36005,Montefiore Medical Center - Bronx,The Bronx,10461,1,0
S05457,36005,Montefiore Medical Center-Einstein Campus,The Bronx,10461,37,0
S05458,36005,Montefiore Medical Center - Medical Park,The Bronx,10461,1,0
S05459,36005,Montefiore Medical Center - Montefiore Hospital,New York,10467,1,0
S05460,36005,Montefiore Medical Center - Montefiore Medical Park,The Bronx,10461,6,0
S05461,36005,Montefiore Medical Center- Montefiore Medical Park-Oncology,The Bronx,10461,1,0
S05462,36005,Montefiore Medical Center - Moses Campus,The Bronx,10467,32,0
S05463,36005,Montefiore Medical Center-Weiler Hospital,The Bronx,10461,12,0
S05464,36005,Montefiore Medical CenterMontefiore Medical Park,The Bronx,10461,1,0
S05465,36005,Montefiore Medical Centre,The Bronx,10461,1,0
S05466,36005,Montefiore Medical Park,The Bronx,10461,1,0
S05467,36005,New York Cancer and Blood Specialists_North Shore Hematology Oncology Assocaites P.C (Brox,The Bronx,10469,1,0
S05468,36005,New York Cancer & Blood Specialists - Bronx,The Bronx,,1,0
S05469,36005,New York Cancer & Blood Specialists (NYCBS,The Bronx,10469,1,0
S05470,36005,North Shore Hematology Oncology Associates P.C. DBA New York Cancer and Blood Specialists,The Bronx,10469,2,0
S05471,36005,Paradigm New York Cancer and Blood Specialists,New York,10469,1,0
S05472,36005,Quetzal,The Bronx,10467,1,0
S05473,36005,Research Site,The Bronx,10461,3,1
S05474,36005,"The Bronx Veterans Medical Research Foundation, Inc.",The Bronx,10468,1,0
S05475,36005,Xencor Investigative Site,The Bronx,10461,1,0
S05476,36007,Lourdes Hospital,Binghamton,13905,1,0
S05477,36011,"Hematology-Oncology Associates of Central New York, PC",Auburn,13021,1,0
S05478,36023,Guthrie Cortland Memorial Hospital,Cortland,13045,2,0
S05479,36027,VA Hudson Valley Health Care System,Wappingers Falls,12590,1,0
S05480,36027,Vassar Brothers Medical Center,Poughkeepsie,12601,6,0
S05481,36029,Buffalo General Medical Center,Buffalo,14203,1,0
S05482,36029,Dent Neurologic Institute,Buffalo,14226,1,0
S05483,36029,Great Lakes Cancer Care,Williamsville,14221,1,0
S05484,36029,Great Lakes Physician PC d/b/a Western new York Urology Associates,Cheektowaga,14225,2,0
S05485,36029,"Jacobs School of Medicine & Biomedical Sciences, State University of New York at Buffalo",Buffalo,14203,1,0
S05486,36029,Ohio State University Telemedicine,Buffalo,14021,1,0
S05487,36029,Quetzal,Buffalo,14203,1,0
S05488,36029,Research Site,Buffalo,14263,5,1
S05489,36029,Roswell Cancer Institute,Buffalo,14263,1,0
S05490,36029,Roswell Park,Buffalo,14263,2,0
S05491,36029,Roswell Park Amherst Center,Williamsville,14221,1,0
S05492,36029,Roswell Park Cancer Institute,Buffalo,14263,92,0
S05493,36029,Roswell Park Cancer Institute IDS,Buffalo,14203,1,0
S05494,36029,Roswell Park Center Institute,Buffalo,14263,1,0
S05495,36029,Roswell Park Comprehensive Cancer Center,Buffalo,14263,30,0
S05496,36029,Roswell Park Comprehensive Care Center,Buffalo,14263,1,0
S05497,36029,"RPCI Oncology, PC- Northtowns",Williamsville,14221,1,0
S05498,36029,State University of New York at Buffalo,Buffalo,14263,1,0
S05499,36029,UB/ Great Lakes Cancer Care,Buffalo,14203,1,0
S05500,36029,University at Buffalo / Great Lakes Cancer Care,Buffalo,14203,3,0
S05501,36029,University at Buffalo/Great Lakes Cancer Center,Buffalo,14203,1,0
S05502,36029,University of Buffalo Kaleida Health Cancer Care,Williamsville,14221,2,0
S05503,36047,Brooklyn Methodist Hospital,New York,11215,1,0
S05504,36047,Brooklyn Methodist Hospital - New York Presbyterian,Brooklyn,11215,1,0
S05505,36047,Brooklyn Methodist Hospital - NewYork Presbyterian,New York,11215,4,0
S05506,36047,Kings County Hospital Center,Brooklyn,11203,1,0
S05507,36047,Laura and Issac Perlmutter Cancer Center at NYU Langone,Brooklyn,11220,1,0
S05508,36047,Maimonides Cancer Center,Brooklyn,11220,2,0
S05509,36047,Maimonides Medical Center,Brooklyn,11219,4,0
S05510,36047,Memorial Sloan Kettering Cancer Center,New York,07920,1,0
S05511,36047,Mount Sinai Brooklyn,Brooklyn,11234,1,0
S05512,36047,New York-Presbyterian/Brooklyn Methodist Hospital,Brooklyn,11215,10,0
S05513,36047,New York University Langone Hospital -Brooklyn,Brooklyn,11220,1,0
S05514,36047,North Shore Hematology Oncology Associates P.C. DBA New York Cancer and Blood Specialists,Brooklyn,11210,2,0
S05515,36047,NYU Langone Ambulatory Care Bay Ridge,Brooklyn,11220,1,0
S05516,36047,NYU Langone Health - Brooklyn,Brooklyn,11220,1,0
S05517,36047,NYU Langone Hospital-Brooklym,Brooklyn,11220,1,0
S05518,36047,NYU Langone Hospital - Brooklyn,Brooklyn,11220,9,0
S05519,36047,NYU Langone Hospitals,Brooklyn,11220,1,0
S05520,36047,Paradigm New York Cancer and Blood Specialists,New York,11210,1,0
S05521,36047,Perlmutter Cancer Center at NYU Langone Brooklyn,Brooklyn,11223,1,0
S05522,36047,Perlmutter Cancer Center at NYU Langone Hospital,Brooklyn,11203,1,0
S05523,36047,Perlmutter Cancer Center - Sunset Park,Brooklyn,11220,1,0
S05524,36047,Research Site,Brooklyn,11212,1,1
S05525,36051,Noyes Memorial Hospital/Myers Cancer Center,Dansville,14437,3,0
S05526,36053,Upstate Cancer Center Radiation Oncology at Oneida,Oneida,13421,1,0
S05527,36055,Clinical Study Site,Rochester,14642,1,0
S05528,36055,GSK Investigational Site,Rochester,14642,2,0
S05529,36055,Highland Hospital,Rochester,14620,4,0
S05530,36055,James P. Wilmot Cancer Center at University of Rochester Medical Center,Rochester,14642,1,0
S05531,36055,Lipson Cancer Institute - Linden Oaks,Rochester,14618,1,0
S05532,36055,Mayo Clinic_Rochester,Rochester,55905,1,0
S05533,36055,Pluta Cancer Center,Rochester,14623,5,0
S05534,36055,Research Site,Rochester,14642,2,1
S05535,36055,Rochester General Hospital,Rochester,14621,5,0
S05536,36055,Rochester General Hospital Infectious Disease,Rochester,14621,1,0
S05537,36055,Rochester General Hospital Lipson Cancer Institute,Rochester,14621,1,0
S05538,36055,Rochester Skin Lymphoma Medical Group. PLLC,Rochester,14642,1,0
S05539,36055,The University of Rochester,Rochester,14642,1,0
S05540,36055,Unity Park Ridge Campus,Rochester,14626,4,0
S05541,36055,University of Rochester,Rochester,14642,64,0
S05542,36055,"University of Rochester, Cancer Center Pharmacy (Investigational Product",Rochester,14642,1,0
S05543,36055,"University of Rochester, Department of Urology",Rochester,14642,1,0
S05544,36055,University of Rochester Medical,Rochester,14642,1,0
S05545,36055,University of Rochester Medical Center,Rochester,14642,20,0
S05546,36055,University of Rochester Medical Center James P. Wilmot Cancer Center,Rochester,14642,1,0
S05547,36055,University of Rochester Medical Center (URMC,Rochester,14642,1,0
S05548,36055,University of Rochester Medical Center (URMC) - Wilmot Cancer Institute (WCI) (James P. Wilmot Cancer Center,Rochester,14642,1,0
S05549,36055,University of Rochester Medical Center (URMC) - Wilmot Cancer Institute (WCI) (James P. Wilmot Cancer Center) - Rochester,Rochester,14642,1,0
S05550,36055,"University of Rochester Medical Center, Wilmot Cancer Center",Rochester,14642,1,0
S05551,36055,University of Rochester - Wilmot Cancer Institute,Rochester,14642,3,0
S05552,36055,Wilmont Cancer Institute at Webster,Webster,14580,1,0
S05553,36055,Wilmot Cancer Center,Rochester,14642,1,0
S05554,36055,Wilmot Cancer Institute,Rochester,14642,2,0
S05555,36055,Wilmot Cancer Institute at the University of Rochester Medical Center in New Yor,Rochester,14642,1,0
S05556,36055,Wilmot Cancer Institute at Webster,Webster,14580,24,0
S05557,36055,Wilmot Cancer Institute - Dept of Radiation Oncology,Rochester,14624,1,0
S05558,36055,Wilmot Cancer Institute Radiation Oncology at Greece,Rochester,14606,2,0
S05559,36055,"Wilmot Cancer Institute, University of Rochester",Rochester,14642,2,0
S05560,36057,New York Oncology Hematology - Amsterdam Cancer Center,Amsterdam,12010,1,0
S05561,36059,"#1032, Northwell Health Cancer Institute",New Hyde Park,11042,1,0
S05562,36059,AccuMed Research Associates,Garden City,11530,1,0
S05563,36059,Clinical Research Alliance,Westbury,11590,6,0
S05564,36059,"Clinical Research Alliance, Inc.",Westbury,11590,5,0
S05565,36059,Clinical Research Alliance NY,Westbury,11590,1,0
S05566,36059,Clinical Research Alliance - Westbury,Westbury,11590,1,0
S05567,36059,Clinical Study Site,Mineola,11501,1,0
S05568,36059,Cohen Children's Medical Center,New Hyde Park,11040,1,0
S05569,36059,Feinstein Institutes for Medical Research - Northwell Health,Manhasset,11030,1,0
S05570,36059,GSK Investigational Site,Lake Success,11042,5,0
S05571,36059,Integrated Medical Professionals,North Hills,11040,2,0
S05572,36059,Investigative Site US059,Lake Success,11042,1,0
S05573,36059,Laura and Isaac Perlmutter Cancer Center at NYU Langone,Mineola,11501,1,0
S05574,36059,Laura & Isaac Perlmutter Cancer Center at NYU Langone Hospital - Long Island,Mineola,11501,5,0
S05575,36059,Long Island Jewish Medical Center,New Hyde Park,11040,6,0
S05576,36059,Memorial Sloan Kettering at Nassau (Limited Protocol Activities,Uniondale,11553,6,0
S05577,36059,Memorial Sloan Kettering Cancer Center,New York,11065,2,0
S05578,36059,Memorial Sloan Kettering Cancer Center - Nassau,Uniondale,11553,2,0
S05579,36059,Memorial Sloan Kettering Cancer Center @ Nassau (Consent only,Uniondale,11553,2,0
S05580,36059,Memorial Sloan Kettering Cancer Center @ Nassau (Limited Protocol Activities,Uniondale,11553,2,0
S05581,36059,Memorial Sloan Kettering Nassau,Uniondale,11553,62,0
S05582,36059,Memorial Sloan Kettering Nassau (All Protocol Activities,Uniondale,11553,33,0
S05583,36059,Memorial Sloan Kettering Nassau (Consent Only,Uniondale,11553,6,0
S05584,36059,Memorial Sloan Kettering Nassau (Limited Protocol Activites,Rockville Centre,11553,13,0
S05585,36059,Memorial Sloan Kettering Nassau (Limited Protocol Activities,Uniondale,11553,70,0
S05586,36059,Mount Sinai Doctors - Valley Stream,Valley Stream,11580,1,0
S05587,36059,Mount Sinai - Rockville Center,Rockville Centre,11570,1,0
S05588,36059,Mount Sinai South Nassau,Oceanside,11572,3,0
S05589,36059,Mount Sinai - Wantagh,Wantagh,11793,1,0
S05590,36059,MSK Nassau,Uniondale,11553,8,0
S05591,36059,NEO-811 Long Island Site,Lake Success,11042,1,0
S05592,36059,New York Cancer and Blood Specialists_North Shore Hematology Oncology Assocaites P.C.(New Hyde Park,New Hyde Park,11042,1,0
S05593,36059,New York Cancer & Blood Specialists - New Hyde Park,New Hyde Park,11042,2,0
S05594,36059,New York Cancer & Blood Specialists (NYCBS,New Hyde Park,11042,1,0
S05595,36059,New York University Cancer Center - Laura and Isaac Perlmutter Cancer Center At Nyu Langone,Mineola,11501,1,0
S05596,36059,New York University Langone Hospital - Long Island,Mineola,11501,2,0
S05597,36059,NHPP/Gynecologic Oncology at New Hyde Park,New Hyde Park,11042,1,0
S05598,36059,North Shore Hematology Oncology Associates P.C. DBA New York Cancer and Blood Specialists,New Hyde Park,11042,2,0
S05599,36059,North Shore University Hospital,Manhasset,11030,5,0
S05600,36059,Northshore University Hospital,Manhasset,11030,1,0
S05601,36059,Northwell Health,Lake Success,11042,8,0
S05602,36059,Northwell Health Cancer Institute,Lake Success,11042,5,0
S05603,36059,Northwell Health Cancer Institute (START NY,Lake Success,,1,0
S05604,36059,Northwell Health Cancer Institute - Zuckerberg Cancer Center,Lake Success,11042,1,0
S05605,36059,Northwell Health/Center for Advanced Medicine,Lake Success,11042,37,0
S05606,36059,Northwell Health Center for Advanced Medicine - Brain Tumor Center,Lake Success,11042,1,0
S05607,36059,"Northwell Health, LLC PRIME",Lake Success,11042,2,0
S05608,36059,Northwell Health/Long Island Jewish Medical Center,New Hyde Park,11040,1,0
S05609,36059,Northwell Health Monter Cancer Center,Lake Success,11042,1,0
S05610,36059,Northwell Health/R.J. Zuckerberg Cancer Center,Lake Success,11042,3,0
S05611,36059,Northwell Health R.J. Zuckerberg Cancer Hospital,Lake Success,11042,1,0
S05612,36059,Northwell Health/ RJ Zuckerberg Cancer Center,Lake Success,11042,7,0
S05613,36059,Northwell Health -The Arthur Smith Institute for Urology,Lake Success,11042,2,0
S05614,36059,Northwell Health Zuckerberg Cancer Center,Lake Success,11042,1,0
S05615,36059,NYU Langone Health,Mineola,11501,4,0
S05616,36059,NYU Langone Health - Long Island,Mineola,11501,2,0
S05617,36059,Nyu Langone Health - Long Island Hospital,Mineola,11501,1,0
S05618,36059,NYU Langone Hematology Oncology Associates-Mineola,Mineola,11501,1,0
S05619,36059,NYU Langone Hospital - Long Island,Mineola,11501,41,0
S05620,36059,NYU Langone Hospital - Long Island Investigational Pharmacy,Mineola,11501,1,0
S05621,36059,NYU Langone Medical Center (Winthrop Hospital,Mineola,11501,1,0
S05622,36059,NYU Long Island Mineola,Mineola,11501,1,0
S05623,36059,NYU Winthrop,Mineola,11501,1,0
S05624,36059,Optum Health,Lake Success,11042,1,0
S05625,36059,"Optum Medical Care, PC",Westbury,11590,8,0
S05626,36059,Paradigm New York Cancer and Blood Specialists,New York,11042,1,0
S05627,36059,Perlmutter Cancer Center at NYU Langone Health,Mineola,11501,1,0
S05628,36059,Perlmutter Cancer Center at NYU Langone Hospital - Long Island,Mineola,11501,12,0
S05629,36059,Perlmutter Cancer Center at NYU Langone Hospital - Long Island-Clinical Research Department,Mineola,11501,1,0
S05630,36059,Perlmutter Cancer Center at NYU Long Island,Mineola,11501,2,0
S05631,36059,Perlmutter CC NYU Langone LI,New York,11501,1,0
S05632,36059,Research Site,Westbury,11590,4,1
S05633,36059,RJ Zuckerberg,Lake Success,11042,2,0
S05634,36059,START,Long Island City,11042,1,0
S05635,36059,START Cancer Research New York-Long Island,Lake Success,11042,1,0
S05636,36059,START Center for Cancer Research - Long Island New York,Lake Success,11042,1,0
S05637,36059,START New York,Lake Success,11042,5,0
S05638,36059,"Start New York, LLC",Lake Success,11042,1,0
S05639,36059,START New York Long Island,Lake Success,11042,5,0
S05640,36059,"START New York Long Island, LLC",Lake Success,11042,5,0
S05641,36059,"START Northwell, LLC",Lake Success,11042,1,0
S05642,36059,Start - Ny,Long Island City,11042,1,0
S05643,36059,START NY Long Island,Lake Success,11042,1,0
S05644,36059,Start Nyli,New York,11042,1,0
S05645,36059,The Cancer Institute at Saint Francis Hospital,East Hills,11548,6,0
S05646,36059,The Cancer Institute at St. Francis Hospital,East Hills,11548,1,0
S05647,36059,The Steven and Alexandra Cohen Children's Medical Center of New York,New Hyde Park,11040,2,0
S05648,36059,Xencor Investigative Site,Lake Success,11042,1,0
S05649,36059,Zuckerberg Cancer Center,New Hyde Park,11040,2,0
S05650,36061,Site #0155,New York,10021,6,1
S05651,36061,010,New York,10029,1,0
S05652,36061,039,New York,10065,1,0
S05653,36061,"#1004, Memorial Sloan Kettering Cancer Institute",New York,10065,1,0
S05654,36061,64th Street Outpatient and Innovation Center,New York,10065,1,0
S05655,36061,Avenzo Therapeutics Recruiting Site,New York,10065,3,0
S05656,36061,Bellevue Hospital Center,New York,10016,1,0
S05657,36061,Beth Israel Comprehensive Cancer Center,New York,10011,1,0
S05658,36061,"Bruce Robinson, MD",New York,10022,1,0
S05659,36061,Chelsea Medical Center at Mount Sinai,New York,10011,1,0
S05660,36061,Clinical Study Site,New York,10016,3,0
S05661,36061,Clinical Trial Site,New York,10016,3,0
S05662,36061,Columbia University,New York,10032,13,0
S05663,36061,Columbia University Herbert Irving Comphrensive Cancer Center,New York,10032,1,0
S05664,36061,Columbia University Herbert Irving Comprehensive Cancer Center,New York,10032,3,0
S05665,36061,Columbia University Hervert Irving Comprehensive Cancer Center,New York,10032,1,0
S05666,36061,Columbia University Irving Cancer Center,New York,10032,1,0
S05667,36061,Columbia University Irving Medical Center,New York,10032,32,0
S05668,36061,Columbia University Irving Medical Center and New York-Presbyterian Hospital,New York,10032,1,0
S05669,36061,Columbia University Irving Medical Center/ New York Presbyterian Hospital,New York,10032,2,0
S05670,36061,Columbia University Irving Medical Center / NewYork-Presbyterian Hospital,New York,10032,2,0
S05671,36061,Columbia University Medical Center,New York,10032,26,0
S05672,36061,Columbia University Medical Center 161 Fort Washington,New York,,1,0
S05673,36061,Columbia University Medical Center - Herbert Irving Center for Dermatology and Skin Cancer - Herbert Irving Pavilion,New York,10032,1,0
S05674,36061,Columbia University Medical Center - Herbert Irving Pavilion,New York,10032,3,0
S05675,36061,Columbia University _ New York Presbyterian,New York,10032,1,0
S05676,36061,Columbia University - The Trustees of Columbia University in the City of New York,New York,10032,1,0
